Epoch,Train Loss,Validation Loss,Train F1-Score,Validation F1-Score,Train Recall,Validation Recall
1,0.9547623709894989,1.622950948201693,0.9179575444635686,0.7692307692307693,0.9158557527189468,1.0
2,0.8474553096264018,0.7487416664759318,0.9490846681922197,0.17233560090702948,0.9496279336004579,0.09743589743589744
3,0.730516891967673,2.981625740344708,0.9491233112963495,0.7692307692307693,0.9450486548368632,1.0
4,0.5901875314108882,1.6082985553985987,0.9456987710774507,0.7692307692307693,0.9470520892959359,1.0
5,1.0574233691977968,1.686479504291828,0.9210336364948751,0.7692307692307693,0.9129937034917001,1.0
6,0.925146219582505,1.7322406340868046,0.9610019925989183,0.7692307692307693,0.9662278191184889,1.0
7,0.5121600735258428,1.8895136698698387,0.9605734767025089,0.7692307692307693,0.9587864911276474,1.0
8,0.3183617471838362,1.6593856261326716,0.9595988538681949,0.7692307692307693,0.9585002862049228,1.0
9,1.4382566327043986,0.691931162125025,0.924159724217179,0.7692307692307693,0.9207212364052662,1.0
10,0.8685168241077089,2.985839159060747,0.9633657698912421,0.7692307692307693,0.9633657698912421,1.0
11,0.4741219528266304,1.4784258084419446,0.9561741613133476,0.7692307692307693,0.9585002862049228,1.0
12,0.47718669087986065,2.6945403111286654,0.9538814093382985,0.7692307692307693,0.953062392673154,1.0
13,0.29184165683051944,2.6859878454452906,0.9588688946015425,0.7692307692307693,0.96078992558672,1.0
14,0.31066596052255685,1.6113003889719646,0.9637246500999714,0.0,0.9656554092730395,0.0
15,1.1579665663187648,2.7853705210563464,0.937707761237173,0.7692307692307693,0.9284487693188322,1.0
16,0.5254486258392529,2.1036156568771753,0.9613243898958185,0.7692307692307693,0.9639381797366915,1.0
17,0.3129432240252588,2.2084430303329077,0.964214142570856,0.7692307692307693,0.9639381797366915,1.0
18,0.24317485818239015,3.4189233718774257,0.9647193258105985,0.7692307692307693,0.9665140240412136,1.0
19,0.520483158889623,2.791819969813029,0.9502430654847012,0.7692307692307693,0.9510589582140813,1.0
20,0.2476181196477723,3.2860787220490284,0.9681018452295809,0.7692307692307693,0.9685174585002863,1.0
21,0.502015237496278,1.9041753640541663,0.9415944294443654,0.7692307692307693,0.9481969089868346,1.0
22,0.5917916369063427,2.4071605022136984,0.9647025334471961,0.7692307692307693,0.9699484831139096,1.0
23,0.34463379382074333,2.737383873034746,0.9651229273870783,0.7692307692307693,0.9662278191184889,1.0
24,0.20860051203553923,2.3421948750813804,0.9714122355631789,0.7692307692307693,0.9725243274184316,1.0
25,0.2762273746774474,2.983280970500066,0.9578675838349097,0.7692307692307693,0.95649685174585,1.0
26,0.23509903693968903,3.071569283803304,0.9651428571428572,0.7692307692307693,0.9668002289639381,1.0
27,0.4586102861717989,1.3453036302175276,0.9484092863284609,0.7692307692307693,0.9470520892959359,1.0
28,0.2648155713800464,1.4352176372821515,0.9689067201604814,0.7692307692307693,0.9676588437321122,1.0
29,0.2517905504701496,2.5378439181890244,0.960919540229885,0.7692307692307693,0.9570692615912993,1.0
30,0.18864668833571363,2.29526355327704,0.9663853525961951,0.7692307692307693,0.9668002289639381,1.0
31,0.17749018234120859,2.1572723358105392,0.9684420962444666,0.7692307692307693,0.970520892959359,1.0
32,0.21558606429634808,1.592861105234195,0.9630052849592915,0.7692307692307693,0.9647967945048654,1.0
33,0.2127137873116042,1.5508054097493489,0.9610872675250358,0.7692307692307693,0.9613623354321694,1.0
34,0.4080601599994816,2.2545597430987234,0.9422745548535324,0.7692307692307693,0.9390383514596451,1.0
35,0.3670702724256248,1.947698562573164,0.9683490162532079,0.7692307692307693,0.9719519175729823,1.0
36,0.20387755302726565,1.9381172443047547,0.9706513958482462,0.7692307692307693,0.9702346880366343,1.0
37,0.1572701292541337,2.027797763164227,0.9696709585121602,0.7692307692307693,0.9699484831139096,1.0
38,0.17764137210854555,1.748896592702621,0.9655369655369656,0.7692307692307693,0.9662278191184889,1.0
39,0.1417873694467261,1.1483065317838619,0.9724482512491078,0.7692307692307693,0.9748139668002289,1.0
40,0.39721787140444365,1.5240993316356952,0.9507537688442211,0.7692307692307693,0.9476244991413852,1.0
41,0.1863837582435057,2.003144921400608,0.9716981132075472,0.7692307692307693,0.9728105323411562,1.0
42,0.2513656465047076,1.868839884415651,0.9587392550143267,0.7692307692307693,0.9576416714367487,1.0
43,0.15177327421072082,2.168523226028834,0.9725557461406518,0.7692307692307693,0.9736691471093303,1.0
44,0.13742811186595194,1.6871733543200371,0.9734133790737565,0.7692307692307693,0.9745277618775043,1.0
45,0.1331078180744168,2.2087850906910043,0.9746889746889746,0.7692307692307693,0.9753863766456783,1.0
46,0.14342803922667782,2.0966289257391906,0.9723567968082074,0.7692307692307693,0.976531196336577,1.0
47,0.14299441189738585,1.5775673175469422,0.9701982033366605,0.7692307692307693,0.9736691471093303,1.0
48,0.12455233778351936,1.703886160483727,0.9740501792114695,0.7692307692307693,0.972238122495707,1.0
49,0.13694530591280052,1.5343448871221297,0.9683788810988696,0.7692307692307693,0.9685174585002863,1.0
50,0.12349123901473129,1.682349098034394,0.9747106729532791,0.7692307692307693,0.9762449914138523,1.0
51,0.10678749489095521,1.6784741878509521,0.9761394484926418,0.7692307692307693,0.9776760160274757,1.0
52,0.14514997341973152,1.846960737155034,0.9676305567544238,0.7692307692307693,0.9625071551230682,1.0
53,0.13313275251534396,1.6278379574800148,0.9737367970311162,0.7692307692307693,0.9762449914138523,1.0
54,0.14769658491888996,1.0581050759706743,0.9674192626464704,0.7692307692307693,0.9688036634230108,1.0
55,0.12791247517756718,1.4114851309702947,0.9717724602378565,0.7692307692307693,0.970520892959359,1.0
56,0.12278460757450826,1.5521577474398491,0.9730192719486082,0.7692307692307693,0.9753863766456783,1.0
57,0.12139445771174402,1.3527676936907647,0.9702857142857143,0.7692307692307693,0.9719519175729823,1.0
58,0.10163173384603648,1.623666329261584,0.9777270131353513,0.7692307692307693,0.979965655409273,1.0
59,0.13036050773467062,1.0451274498915062,0.9683399885909869,0.7692307692307693,0.9716657126502576,1.0
60,0.1248244754242107,1.3046601093732393,0.9736728528269314,0.7692307692307693,0.9685174585002863,1.0
61,0.10724377806853114,1.253752378317026,0.9760642109789308,0.7692307692307693,0.9745277618775043,1.0
62,0.09966782544096243,1.459637810022403,0.9763914723136358,0.7692307692307693,0.976531196336577,1.0
63,0.09879923456790797,1.4107862344154944,0.9774350185661239,0.7692307692307693,0.9793932455638237,1.0
64,0.09586712007767687,1.339793969423343,0.9767109587083869,0.7692307692307693,0.978248425872925,1.0
65,0.11272269797558084,1.3040390412012737,0.974,0.7692307692307693,0.975672581568403,1.0
66,0.11613957921934007,1.2963741712081127,0.9739851343624929,0.7692307692307693,0.9751001717229536,1.0
67,0.10455918126599507,1.2213774155347774,0.9752821831690242,0.7692307692307693,0.9768174012593016,1.0
68,0.10619184148823091,1.3051510040576642,0.9742636545610524,0.7692307692307693,0.9751001717229536,1.0
69,0.09946075417322939,1.468131239597614,0.9757004002287021,0.7692307692307693,0.9768174012593016,1.0
70,0.10254525447053836,1.3582365818512745,0.9765781205369894,0.7692307692307693,0.9785346307956497,1.0
71,0.09325369146787826,1.121496863854237,0.9774221206058874,0.7692307692307693,0.9788208357183743,1.0
72,0.09629018054032791,1.235359760431143,0.9769901386308418,0.7692307692307693,0.978248425872925,1.0
73,0.09387797843933916,1.1441838985834367,0.9769835596854897,0.7692307692307693,0.9779622209502004,1.0
74,0.0977172937905677,1.1182004121633677,0.9771297884505432,0.7692307692307693,0.978248425872925,1.0
75,0.10248589367560644,1.1477552774624946,0.9752609752609752,0.7692307692307693,0.9759587864911277,1.0
76,0.09388701794328787,1.3109187499070778,0.9772238934250107,0.7692307692307693,0.9762449914138523,1.0
77,0.0940774977080581,1.2700958710450392,0.9753934191702432,0.7692307692307693,0.975672581568403,1.0
78,0.0969494291175293,1.1929671397575965,0.9765647327807945,0.7692307692307693,0.9779622209502004,1.0
79,0.0912954209905716,1.190114091604184,0.9766843083965098,0.7692307692307693,0.9771036061820263,1.0
80,0.09589820342516636,1.2714679883076594,0.975651675737611,0.7692307692307693,0.9748139668002289,1.0
81,0.0894223625566763,1.1898313760757446,0.9771884801824922,0.7692307692307693,0.980824270177447,1.0
82,0.09197961595368365,1.2757633893917768,0.9778603056706184,0.7692307692307693,0.9796794504865484,1.0
83,0.08537453549740774,1.3209177469595885,0.9788631819480148,0.7692307692307693,0.980824270177447,1.0
84,0.08821628131953557,1.2324885771824763,0.9778603056706184,0.7692307692307693,0.9796794504865484,1.0
85,0.08574791443941698,1.245327319854345,0.9798023205844435,0.7692307692307693,0.9788208357183743,1.0
86,0.09239187198568423,1.2125071715085933,0.9784685583915586,0.7692307692307693,0.9819690898683457,1.0
87,0.09133258870246558,1.2394911967791045,0.9770444763271162,0.7692307692307693,0.9745277618775043,1.0
88,0.09293162501152026,1.1466647355984418,0.9771144278606965,0.7692307692307693,0.9836863194046938,1.0
89,0.09449294682975128,1.2021256685256958,0.9764638346727899,0.7692307692307693,0.9736691471093303,1.0
90,0.09411879832094366,1.213604606114901,0.9772759754180363,0.7692307692307693,0.9785346307956497,1.0
91,0.08925075561896967,1.160811674900544,0.9762789368390968,0.7692307692307693,0.9776760160274757,1.0
92,0.09160237075063062,1.1737392193231828,0.9777841479145765,0.7692307692307693,0.9762449914138523,1.0
93,0.09080126449883541,1.2104818454155555,0.9765446224256293,0.7692307692307693,0.9771036061820263,1.0
