Epoch,Train Loss,Validation Loss,Train F1-Score,Validation F1-Score,Train Recall,Validation Recall
1,1.833468784998308,23.008785052177235,0.9030233884768968,0.7692307692307693,0.9061247853463079,1.0
2,1.126704049343362,4.425019459846692,0.9353276353276353,0.7692307692307693,0.9396107613050945,1.0
3,1.5063295388687639,5.870886179117056,0.902027992002285,0.7692307692307693,0.9038351459645106,1.0
4,0.720092321110663,15.986237305861254,0.9308464849354375,0.0,0.9284487693188322,0.0
5,1.6391712110125622,4.926091817709116,0.923412294724604,0.7692307692307693,0.9092730394962794,1.0
6,1.0003535036526197,9.639297436445187,0.918825561312608,0.0,0.9135661133371494,0.0
7,1.146437538966549,7.163718883807842,0.9318247751668117,0.7692307692307693,0.9192902117916428,1.0
8,1.0305996301727165,10.343833996699406,0.9134014764338444,0.7692307692307693,0.9207212364052662,1.0
9,0.9556731891105412,0.8110511608612843,0.9347457627118644,0.7231270358306189,0.9470520892959359,0.8538461538461538
10,0.6552589905900073,6.403384991181203,0.9262825118551516,0.7692307692307693,0.9224384659416142,1.0
11,0.5642286391711985,3.281243996742444,0.9422803525732159,0.7692307692307693,0.9484831139095592,1.0
12,1.0835291017590687,8.396739825224264,0.9122807017543859,0.7692307692307693,0.9152833428734974,1.0
13,0.5654930477184873,1.1132413760209694,0.949685534591195,0.7548321464903357,0.9507727532913566,0.9512820512820512
14,0.8596364524066702,2.071559416942107,0.9233628824706892,0.769990128331688,0.9241556954779622,1.0
15,1.1332761276143024,8.71443580969786,0.9134739560912613,0.7692307692307693,0.9109902690326274,1.0
16,0.7007624412757821,2.8348561433645396,0.9481333713308635,0.0,0.95220377790498,0.0
17,0.8917847267124951,7.153994254576854,0.9141618497109827,0.7692307692307693,0.905266170578134,1.0
18,0.5093595599257146,3.082526922225952,0.9536574932268644,0.769990128331688,0.9570692615912993,1.0
19,1.4557556369189195,12.607980581430288,0.9067276103413798,0.7692307692307693,0.9084144247281053,1.0
20,0.6677846885527609,1.3244652778674395,0.9477133494799829,0.4154103852596315,0.9519175729822553,0.31794871794871793
21,0.5959188254991628,1.2978054529581315,0.9267803410230692,0.6945054945054945,0.9255867200915856,0.8102564102564103
22,0.5730156072667826,4.648657358609713,0.9367052023121387,0.7692307692307693,0.9275901545506583,1.0
23,0.49974023981831694,7.040634962228628,0.933654664020414,0.7692307692307693,0.9424728105323411,1.0
24,0.5974339636180395,4.644949032710149,0.9477431297166453,0.769990128331688,0.9524899828277046,1.0
25,0.3943647367526843,1.5843707445340278,0.9434776355529987,0.2194616977225673,0.9387521465369204,0.1358974358974359
26,0.5024771724804641,4.355187562795786,0.9425122161540672,0.769990128331688,0.9384659416141957,1.0
27,0.4047532372031054,2.008669559772198,0.9413443699157985,0.03414634146341464,0.9439038351459645,0.017948717948717947
28,1.0328422039367429,8.504217013334616,0.9129060074734119,0.7692307692307693,0.9089868345735547,1.0
29,0.5981281281732966,2.3235806868626523,0.9521620456830915,0.7557788944723618,0.9484831139095592,0.9641025641025641
30,0.3724667975835711,4.401289426363432,0.9396970563018006,0.769990128331688,0.9410417859187178,1.0
31,0.3743652539326158,2.8292410251421805,0.9477739726027398,0.7658730158730159,0.9504865483686319,0.9897435897435898
32,0.4189647570341041,4.009021123250325,0.942706100871553,0.769990128331688,0.9441900400686892,1.0
